registro_id,nombre_jinete,casa,titulo,fecha_nacimiento_jinete,nombre_dragon,fecha_nacimiento_dragon,color_dragon,fecha_desde,fecha_hasta,kilometros_recorridos,es_jinete_actual,cantidad_batallas,observaciones
1488, Maeron Targaryen,TARGARYEN,príncipe,0105-10-09, Ironclaw ,0089-01-01,GRIS METÁLICO,0130-10-09,0130-10-09,13137.27,f,5,Registro pendiente de revisión 
1489,Helaena Targaryen,Targaryen,Princesa,0109-05-14, Ironclaw,0089-01-01,Gris metálico ,0130-05-14,0134-05-14,72775.56,f,10,Viaje diplomático 
1490, Aenar Targaryen,targaryen,Lord ,0088-02-18,Ironclaw ,0089-01-01,GRIS METÁLICO,0129-02-18,0130-02-18,73628.78,f,14, Registro pendiente de revisión 
1491,Visenya Targaryen ,Targaryen,PRINCESA,0091-07-20, Ironclaw ,0089-01-01,Gris metálico,0115-07-20,0137-07-20,26084.65,f,8, Entrenamiento militar
1492,Jaehaerys Targaryen , Targaryen ,Príncipe ,0110-01-01,Ironclaw ,0089-01-01, Gris metálico,0149-01-01,0134-01-01,9114.89,f,9,Participó en defensa del reino 
1493, Rhaenyra Targaryen , Targaryen , Princesa,0097-03-22,Ironclaw ,0089-01-01, Gris metálico,0124-03-22,0123-03-22,15691.15,f,5, Viaje diplomático 
1494,Visenya Targaryen ,targaryen,princesa,0091-07-20,Ironclaw,0089-01-01,Gris metálico ,0129-07-20,0131-07-20,64143.08,f,14,PARTICIPÓ EN UNA BATALLA IMPORTANTE
1495,Viserys Targaryen,targaryen,Rey ,0077-01-15, Ironclaw,0089-01-01,Gris metálico ,0107-01-15,0100-01-15,79721.61,f,19, Herido durante una expedición
1496,Viserys Targaryen,targaryen,REY,0077-01-15, Ironclaw ,0089-01-01, Gris metálico,0100-01-15,0120-01-15,80853.89,f,2,Participó en una batalla importante 
1497, Daeron Targaryen , Targaryen ,príncipe,0110-08-21,IRONCLAW,0089-01-01,GRIS METÁLICO,0140-08-21,0156-08-21,19414.40,f,14, Viaje diplomático
1498, Aemond Targaryen ,Targaryen,Príncipe ,0110-02-12, Ironclaw,0089-01-01,Gris metálico,0132-02-12,0151-02-12,26973.47,f,3, Entrenamiento militar 
1499,Lucerys Targaryen ,targaryen,príncipe,0115-01-01,Ironclaw ,0089-01-01,GRIS METÁLICO,0146-01-01,0154-01-01,13503.83,f,17, Mantuvo vínculos con otras casas 
1500, Maeron Targaryen ,Targaryen,Príncipe ,0105-10-09, Ironclaw,0089-01-01,GRIS METÁLICO,0126-10-09,0151-10-09,5056.31,f,7,Participó en una batalla importante
1501, Rhaegel Targaryen,targaryen,PRÍNCIPE,0092-11-05,IRONCLAW,0089-01-01,Gris metálico,0131-11-05,0130-11-05,1191.53,f,5,Jinete experimentado 
1502, Rhaena Targaryen,Targaryen,lady,0116-09-03,Ironclaw ,0089-01-01,GRIS METÁLICO,0139-09-03,0155-09-03,6484.30,f,9,
1503, Maelor Targaryen,Targaryen,PRÍNCIPE,0112-01-01, Ironclaw ,0089-01-01,GRIS METÁLICO,0141-01-01,0138-01-01,87455.90,f,11, Participó en una batalla importante
1504,Alyssa Targaryen ,Targaryen,Lady ,0095-06-17,Ironclaw ,0089-01-01,Gris metálico ,0114-06-17,0126-06-17,45365.80,f,5, Entrenamiento militar 
1505,Helaena Targaryen ,Targaryen,princesa,0109-05-14,IRONCLAW,0089-01-01, Gris metálico,0145-05-14,0132-05-14,75763.14,f,16,Herido durante una expedición 
1506, Rhaegel Targaryen,targaryen, Príncipe,0092-11-05,Ironclaw ,0089-01-01,Gris metálico,0133-11-05,0134-11-05,27947.83,f,8,ENTRENAMIENTO MILITAR
1507, Aegon Targaryen ,Targaryen,príncipe,0090-04-10,Ironclaw ,0089-01-01,Gris metálico ,0110-04-10,0123-04-10,727.01,f,17,Herido durante una expedición 
1508,Aemond Targaryen ,TARGARYEN,Príncipe,0110-02-12,Ironclaw,0089-01-01, Gris metálico,0136-02-12,0140-02-12,2031.98,f,15, Registro histórico
1509, Aelora Targaryen ,Targaryen, Lady,0102-04-03,Ironclaw ,0089-01-01, Gris metálico,0142-04-03,0144-04-03,45768.30,f,18, Viaje diplomático 
1510, Daemon Targaryen , Targaryen , Príncipe,0081-06-05,IRONCLAW,0089-01-01,Gris metálico,0105-06-05,0108-06-05,21478.27,f,6, Viaje diplomático 
1511, Aegon Targaryen, Targaryen ,príncipe,0090-04-10,Ironclaw,0089-01-01,GRIS METÁLICO,0120-04-10,0135-04-10,72106.33,f,1, Registro pendiente de revisión
1512,Rhaegel Targaryen , Targaryen ,Príncipe ,0092-11-05,Ironclaw,0089-01-01,Gris metálico,0131-11-05,0116-11-05,12685.76,f,13,Participó en una batalla importante 
1513,Aegon Targaryen , Targaryen , Príncipe,0090-04-10,Ironclaw ,0089-01-01,Gris metálico ,0120-04-10,0127-04-10,49565.08,f,8,Herido durante una expedición 
1514, Rhaenyra Targaryen,TARGARYEN, Princesa,0097-03-22, Ironclaw,0089-01-01, Gris metálico,0135-03-22,0132-03-22,43958.58,f,10,Mantuvo vínculos con otras casas 
1515,Baela Targaryen ,Targaryen,lady,0116-09-03,Ironclaw ,0089-01-01,Gris metálico,0153-09-03,0149-09-03,80295.90,f,2,Viaje diplomático 
1516, Rhaegel Targaryen , Targaryen ,Príncipe ,0092-11-05, Ironclaw,0089-01-01,Gris metálico,0125-11-05,0131-11-05,10930.42,f,12,VIAJE DIPLOMÁTICO
1517, Jaehaerys Targaryen , Targaryen , Príncipe,0110-01-01,Ironclaw ,0089-01-01,Gris metálico,0144-01-01,0143-01-01,12403.82,f,16,Registro histórico 
1518, Vaelor Targaryen ,Targaryen,PRÍNCIPE,0103-09-12, Ironclaw,0089-01-01,Gris metálico ,0123-09-12,0127-09-12,37776.59,f,19,Entrenamiento militar
1519,Aenar Targaryen ,TARGARYEN, Lord,0088-02-18, Ironclaw ,0089-01-01, Gris metálico,0110-02-18,0132-02-18,75064.48,f,10,HERIDO DURANTE UNA EXPEDICIÓN
1520, Rhaegel Targaryen,Targaryen,Príncipe,0092-11-05, Ironclaw ,0089-01-01, Gris metálico,0116-11-05,0128-11-05,18866.35,f,0,Participó en una batalla importante 
1521, Alyssa Targaryen ,targaryen, Lady,0095-06-17,Ironclaw ,0089-01-01,Gris metálico ,0121-06-17,0127-06-17,23852.46,f,2, Mantuvo vínculos con otras casas 
1522, Daeron Targaryen ,targaryen,PRÍNCIPE,0110-08-21,Ironclaw ,0089-01-01,Gris metálico,0148-08-21,0135-08-21,33896.05,f,10, Participó en defensa del reino
1523,Daemon Targaryen ,Targaryen,PRÍNCIPE,0081-06-05, Ironclaw ,0089-01-01,Gris metálico ,0109-06-05,0128-06-05,86508.04,f,16,Participó en defensa del reino 
1524,Aegon Targaryen ,Targaryen,PRÍNCIPE,0090-04-10,IRONCLAW,0089-01-01,Gris metálico ,0126-04-10,0122-04-10,24011.21,f,4,Mantuvo vínculos con otras casas 
1525, Maelor Targaryen , Targaryen ,Príncipe,0112-01-01,Ironclaw ,0089-01-01,Gris metálico ,0151-01-01,0142-01-01,72703.28,f,12,
1526, Daeron Targaryen ,Targaryen,príncipe,0110-08-21,Ironclaw ,0089-01-01,Gris metálico,0149-08-21,0154-08-21,84355.28,f,3, Viaje diplomático 
1527,Alyssa Targaryen ,targaryen, Lady,0095-06-17,Ironclaw,0089-01-01,GRIS METÁLICO,0121-06-17,0118-06-17,21560.76,f,7,Viaje diplomático 
1528, Maelor Targaryen,Targaryen, Príncipe,0112-01-01,Ironclaw ,0089-01-01,Gris metálico ,0151-01-01,0141-01-01,16613.49,f,3, Herido durante una expedición 
1529,Daemon Targaryen ,targaryen, Príncipe,0081-06-05,Ironclaw,0089-01-01,Gris metálico ,0122-06-05,0110-06-05,44206.49,f,7,PARTICIPÓ EN DEFENSA DEL REINO
1530,Jaehaerys Targaryen,targaryen,príncipe,0110-01-01,IRONCLAW,0089-01-01,GRIS METÁLICO,0128-01-01,0153-01-01,14387.55,f,17,Registro pendiente de revisión 
1531,Helaena Targaryen ,TARGARYEN,Princesa ,0109-05-14, Ironclaw,0089-01-01,GRIS METÁLICO,0136-05-14,0133-05-14,42135.88,f,17, Participó en una batalla importante 
1532,Alyssa Targaryen, Targaryen ,lady,0095-06-17, Ironclaw ,0089-01-01, Gris metálico,0127-06-17,0141-06-17,10516.65,f,5, Mantuvo vínculos con otras casas
1533, Helaena Targaryen ,targaryen,PRINCESA,0109-05-14,Ironclaw ,0089-01-01,Gris metálico ,0146-05-14,0147-05-14,38842.51,f,6, Participó en defensa del reino 
1534,Maelor Targaryen ,targaryen,príncipe,0112-01-01, Ironclaw ,0089-01-01,Gris metálico ,0142-01-01,0156-01-01,49427.50,f,8, Jinete experimentado 
1535, Daeron Targaryen ,targaryen,PRÍNCIPE,0110-08-21,IRONCLAW,0089-01-01, Gris metálico,0130-08-21,0157-08-21,49803.38,f,0, Entrenamiento militar
1536,Alyssa Targaryen,Targaryen,Lady ,0095-06-17, Ironclaw ,0089-01-01,Gris metálico ,0122-06-17,0128-06-17,75996.07,f,17,Participó en defensa del reino 
1537,Daeron Targaryen,targaryen, Príncipe,0110-08-21, Ironclaw ,0089-01-01,GRIS METÁLICO,0132-08-21,0154-08-21,11569.61,f,4,Viaje diplomático
1538, Jaehaerys Targaryen ,Targaryen,PRÍNCIPE,0110-01-01, Ironclaw ,0089-01-01,GRIS METÁLICO,0149-01-01,0149-01-01,54010.22,f,4,REGISTRO HISTÓRICO
1539, Aegon Targaryen, Targaryen ,Príncipe ,0090-04-10,Ironclaw ,0089-01-01, Gris metálico,0131-04-10,0126-04-10,2869.18,f,18,
1540,Helaena Targaryen,Targaryen,princesa,0109-05-14, Ironclaw ,0089-01-01,Gris metálico ,0144-05-14,0155-05-14,17268.23,f,18, Viaje diplomático 
1541, Daeron Targaryen ,targaryen,Príncipe,0110-08-21, Ironclaw,0089-01-01,GRIS METÁLICO,0129-08-21,0152-08-21,35673.88,f,5,Participó en una batalla importante 
1542,Viserys Targaryen, Targaryen ,rey,0077-01-15,Ironclaw ,0089-01-01,Gris metálico ,0095-01-15,0124-01-15,39369.53,f,8, Mantuvo vínculos con otras casas 
1543,Baela Targaryen,Targaryen,LADY,0116-09-03,Ironclaw ,0089-01-01,GRIS METÁLICO,0147-09-03,0151-09-03,90149.31,f,9,REGISTRO PENDIENTE DE REVISIÓN
1544, Helaena Targaryen ,Targaryen,Princesa ,0109-05-14,IRONCLAW,0089-01-01,Gris metálico ,0130-05-14,0145-05-14,87784.99,f,3, Jinete experimentado
1545, Aelora Targaryen,targaryen, Lady,0102-04-03,Ironclaw ,0089-01-01,Gris metálico ,0133-04-03,0132-04-03,53982.05,f,19,
1546,Viserys Targaryen ,Targaryen,rey,0077-01-15, Ironclaw ,0089-01-01,Gris metálico ,0110-01-15,0111-01-15,38895.04,f,12,JINETE EXPERIMENTADO
1547, Viserys Targaryen ,targaryen,Rey,0077-01-15, Ironclaw ,0089-01-01, Gris metálico,0114-01-15,0110-01-15,40598.15,f,12, Herido durante una expedición 
1548, Aemond Targaryen ,targaryen,Príncipe ,0110-02-12,Ironclaw ,0089-01-01,Gris metálico,0139-02-12,0136-02-12,22566.51,f,14,Registro pendiente de revisión 
1549,Rhaenyra Targaryen ,Targaryen,princesa,0097-03-22,IRONCLAW,0089-01-01,GRIS METÁLICO,0128-03-22,0121-03-22,86822.84,f,11,Participó en una batalla importante 
1550,Visenya Targaryen , Targaryen ,PRINCESA,0091-07-20,Ironclaw ,0089-01-01,Gris metálico ,0111-07-20,0130-07-20,34423.02,f,18, Herido durante una expedición
1551,Aemond Targaryen,Targaryen,Príncipe ,0110-02-12,Ironclaw ,0089-01-01,Gris metálico ,0139-02-12,0153-02-12,72248.75,f,15, Herido durante una expedición 
1552,Vaelor Targaryen ,TARGARYEN,príncipe,0103-09-12, Ironclaw,0089-01-01,GRIS METÁLICO,0142-09-12,0131-09-12,46558.91,f,19,REGISTRO PENDIENTE DE REVISIÓN
1553, Aegon Targaryen,targaryen,príncipe,0090-04-10,Ironclaw ,0089-01-01, Gris metálico,0108-04-10,0117-04-10,74038.53,f,11, Registro histórico
1554,Maeron Targaryen,Targaryen,príncipe,0105-10-09, Ironclaw,0089-01-01, Gris metálico,0140-10-09,0132-10-09,46866.09,f,13,Registro pendiente de revisión 
1555, Vaelor Targaryen,targaryen,Príncipe ,0103-09-12,Ironclaw ,0089-01-01,Gris metálico ,0129-09-12,0126-09-12,32789.63,f,18,Viaje diplomático
1556, Lucerys Targaryen,targaryen,príncipe,0115-01-01,IRONCLAW,0089-01-01,Gris metálico,0144-01-01,0151-01-01,43576.68,f,1,
1557,Jaehaerys Targaryen ,TARGARYEN,Príncipe ,0110-01-01,Ironclaw ,0089-01-01, Gris metálico,0137-01-01,0149-01-01,66341.91,f,3, Participó en defensa del reino 
1558,Aemond Targaryen , Targaryen , Príncipe,0110-02-12, Ironclaw,0089-01-01, Gris metálico,0130-02-12,0150-02-12,52932.08,f,4, Registro histórico
1559, Vaelor Targaryen, Targaryen ,PRÍNCIPE,0103-09-12,Ironclaw ,0089-01-01, Gris metálico,0144-09-12,0139-09-12,69662.89,f,19, Mantuvo vínculos con otras casas
1560,Aemond Targaryen , Targaryen , Príncipe,0110-02-12,IRONCLAW,0089-01-01,Gris metálico ,0139-02-12,0136-02-12,22354.97,f,4,Mantuvo vínculos con otras casas 
1561,Rhaegel Targaryen , Targaryen ,PRÍNCIPE,0092-11-05,IRONCLAW,0089-01-01,Gris metálico ,0134-11-05,0132-11-05,37915.79,f,17, Mantuvo vínculos con otras casas
1562, Maelor Targaryen , Targaryen ,PRÍNCIPE,0112-01-01,Ironclaw ,0089-01-01,GRIS METÁLICO,0154-01-01,0152-01-01,26160.86,f,8,
1563, Visenya Targaryen, Targaryen ,princesa,0091-07-20, Ironclaw,0089-01-01,Gris metálico ,0110-07-20,0125-07-20,34019.31,f,2, Registro pendiente de revisión
1564, Aegon Targaryen , Targaryen , Príncipe,0090-04-10, Ironclaw,0089-01-01, Gris metálico,0119-04-10,0128-04-10,20186.92,f,0,Participó en defensa del reino
1565,Rhaena Targaryen , Targaryen ,lady,0116-09-03, Ironclaw,0089-01-01,Gris metálico ,0152-09-03,0156-09-03,21167.31,f,12,Mantuvo vínculos con otras casas 
1566, Rhaegel Targaryen , Targaryen ,príncipe,0092-11-05,Ironclaw,0089-01-01,Gris metálico,0128-11-05,0123-11-05,73385.23,f,3,Registro histórico 
1567, Viserys Targaryen,targaryen,rey,0077-01-15,IRONCLAW,0089-01-01,GRIS METÁLICO,0107-01-15,0107-01-15,42664.56,f,13,
1568,Helaena Targaryen,TARGARYEN,princesa,0109-05-14,Ironclaw ,0089-01-01,Gris metálico ,0146-05-14,0132-05-14,27986.20,f,6, Registro pendiente de revisión 
1569,Rhaegel Targaryen ,targaryen,Príncipe ,0092-11-05,Ironclaw ,0089-01-01, Gris metálico,0119-11-05,0125-11-05,3370.56,f,6, Registro histórico
1570, Rhaegel Targaryen , Targaryen ,Príncipe ,0092-11-05,Ironclaw ,0089-01-01,Gris metálico ,0129-11-05,0138-11-05,2118.96,f,7, Participó en defensa del reino
1571, Rhaegel Targaryen,TARGARYEN,Príncipe ,0092-11-05,Ironclaw ,0089-01-01, Gris metálico,0131-11-05,0133-11-05,38357.77,f,19, Mantuvo vínculos con otras casas
1572, Baela Targaryen,targaryen,lady,0116-09-03, Ironclaw ,0089-01-01,GRIS METÁLICO,0136-09-03,0155-09-03,22185.23,f,3,PARTICIPÓ EN UNA BATALLA IMPORTANTE
1573, Lucerys Targaryen ,targaryen,príncipe,0115-01-01,Ironclaw ,0089-01-01, Gris metálico,0136-01-01,0140-01-01,88342.92,f,7,Registro histórico 
1574, Maeron Targaryen ,targaryen,príncipe,0105-10-09, Ironclaw ,0089-01-01,GRIS METÁLICO,0137-10-09,0140-10-09,62333.13,f,6,Herido durante una expedición 
1575, Rhaegel Targaryen,targaryen,Príncipe ,0092-11-05, Ironclaw ,0089-01-01,GRIS METÁLICO,0127-11-05,0118-11-05,29472.76,f,10,Participó en defensa del reino 
1576,Maeron Targaryen ,TARGARYEN,Príncipe,0105-10-09,Ironclaw,0089-01-01,GRIS METÁLICO,0124-10-09,0148-10-09,69832.14,f,4,Herido durante una expedición 
1577,Baela Targaryen ,Targaryen,Lady ,0116-09-03,Ironclaw ,0089-01-01, Gris metálico,0150-09-03,0154-09-03,19422.85,f,12,Participó en defensa del reino 
1578, Jacaerys Targaryen,TARGARYEN, Príncipe,0114-01-01, Ironclaw,0089-01-01,Gris metálico ,0142-01-01,0146-01-01,10406.06,f,13,Participó en defensa del reino 
1579,Maelor Targaryen, Targaryen , Príncipe,0112-01-01, Ironclaw,0089-01-01,GRIS METÁLICO,0137-01-01,0150-01-01,3996.07,f,8,Jinete experimentado
1580,Rhaenyra Targaryen ,targaryen,PRINCESA,0097-03-22,Ironclaw,0089-01-01,Gris metálico ,0136-03-22,0123-03-22,35742.01,f,10,PARTICIPÓ EN UNA BATALLA IMPORTANTE
1581, Visenya Targaryen ,TARGARYEN, Princesa,0091-07-20, Ironclaw,0089-01-01,Gris metálico ,0124-07-20,0114-07-20,47360.01,f,8,Participó en una batalla importante 
1582,Maeron Targaryen ,Targaryen,príncipe,0105-10-09,Ironclaw ,0089-01-01,GRIS METÁLICO,0143-10-09,0142-10-09,15649.26,f,17, Viaje diplomático
1583, Aenar Targaryen ,Targaryen,Lord ,0088-02-18,Ironclaw,0089-01-01,Gris metálico,0124-02-18,0129-02-18,3773.12,f,6, Mantuvo vínculos con otras casas
1584,Vaelor Targaryen , Targaryen ,PRÍNCIPE,0103-09-12, Ironclaw ,0089-01-01, Gris metálico,0127-09-12,0145-09-12,88823.02,f,17, Entrenamiento militar 
1585, Maeron Targaryen , Targaryen ,Príncipe ,0105-10-09,Ironclaw ,0089-01-01,Gris metálico,0143-10-09,0135-10-09,69230.72,f,0, Participó en defensa del reino
1586, Rhaenyra Targaryen ,Targaryen, Princesa,0097-03-22, Ironclaw,0089-01-01,GRIS METÁLICO,0126-03-22,0140-03-22,47027.82,f,10,Registro pendiente de revisión 
1587, Aelora Targaryen,Targaryen, Lady,0102-04-03,IRONCLAW,0089-01-01,Gris metálico,0133-04-03,0137-04-03,18176.26,f,8,
1588,Viserys Targaryen ,targaryen,Rey ,0077-01-15,IRONCLAW,0089-01-01,Gris metálico ,0116-01-15,0124-01-15,21915.34,f,3, Participó en defensa del reino
1589, Helaena Targaryen ,TARGARYEN,PRINCESA,0109-05-14, Ironclaw,0089-01-01,GRIS METÁLICO,0148-05-14,0154-05-14,80583.78,f,18,Participó en una batalla importante 
1590, Alyssa Targaryen ,Targaryen, Lady,0095-06-17,Ironclaw ,0089-01-01, Gris metálico,0116-06-17,0126-06-17,87440.64,f,11, Entrenamiento militar 
1591,Daeron Targaryen ,Targaryen,PRÍNCIPE,0110-08-21,Ironclaw ,0089-01-01, Gris metálico,0151-08-21,0140-08-21,2508.06,f,0, Jinete experimentado
1592, Lucerys Targaryen ,Targaryen,príncipe,0115-01-01,Ironclaw,0089-01-01,GRIS METÁLICO,0154-01-01,0145-01-01,714.20,f,3, Herido durante una expedición
1593, Visenya Targaryen , Targaryen ,princesa,0091-07-20,IRONCLAW,0089-01-01, Gris metálico,0126-07-20,0117-07-20,61511.01,f,4,Participó en una batalla importante 
1594, Aelora Targaryen,Targaryen,Lady ,0102-04-03,IRONCLAW,0089-01-01, Gris metálico,0144-04-03,0141-04-03,79424.77,f,18,Entrenamiento militar 
1595,Jacaerys Targaryen, Targaryen ,Príncipe ,0114-01-01, Ironclaw,0089-01-01,Gris metálico,0133-01-01,0157-01-01,784.64,f,18,REGISTRO HISTÓRICO
1596,Daeron Targaryen ,Targaryen,Príncipe ,0110-08-21, Ironclaw,0089-01-01,GRIS METÁLICO,0144-08-21,0140-08-21,80558.31,f,5,Viaje diplomático 
1597,Rhaegel Targaryen ,targaryen, Príncipe,0092-11-05, Ironclaw,0089-01-01,Gris metálico ,0127-11-05,0126-11-05,57317.57,f,9, Participó en una batalla importante
1598, Maelor Targaryen ,targaryen, Príncipe,0112-01-01, Ironclaw ,0089-01-01, Gris metálico,0131-01-01,0154-01-01,53911.86,f,3,
1599,Lucerys Targaryen ,Targaryen,príncipe,0115-01-01, Ironclaw ,0089-01-01,Gris metálico,0150-01-01,0140-01-01,81655.60,f,5,REGISTRO HISTÓRICO
1600,Rhaena Targaryen,targaryen,Lady ,0116-09-03, Ironclaw ,0089-01-01,Gris metálico ,0148-09-03,0140-09-03,31891.23,f,6, Registro pendiente de revisión 
1601,Maelor Targaryen , Targaryen , Príncipe,0112-01-01,IRONCLAW,0089-01-01,Gris metálico ,0139-01-01,0145-01-01,89718.75,f,19,
1602, Daemon Targaryen ,Targaryen, Príncipe,0081-06-05,Ironclaw ,0089-01-01,Gris metálico ,0111-06-05,0109-06-05,46920.17,f,9, Entrenamiento militar 
1603,Aenar Targaryen ,Targaryen,lord,0088-02-18,Ironclaw,0089-01-01,Gris metálico,0129-02-18,0126-02-18,6386.91,f,5,Entrenamiento militar 
1604,Viserys Targaryen ,targaryen,Rey ,0077-01-15, Ironclaw,0089-01-01,GRIS METÁLICO,0101-01-15,0121-01-15,21162.66,f,3,Mantuvo vínculos con otras casas 
1605,Helaena Targaryen ,targaryen, Princesa,0109-05-14,IRONCLAW,0089-01-01, Gris metálico,0150-05-14,0156-05-14,87837.99,f,3, Jinete experimentado
1606, Rhaegel Targaryen ,TARGARYEN,Príncipe ,0092-11-05, Ironclaw ,0089-01-01,Gris metálico ,0128-11-05,0120-11-05,31288.14,f,4, Entrenamiento militar 
1607, Rhaena Targaryen,Targaryen,lady,0116-09-03, Ironclaw,0089-01-01,Gris metálico ,0135-09-03,0147-09-03,19021.45,f,6, Entrenamiento militar 
1608, Daeron Targaryen , Targaryen ,PRÍNCIPE,0110-08-21,Ironclaw ,0089-01-01, Gris metálico,0145-08-21,0137-08-21,13789.87,f,3, Viaje diplomático
1609,Lucerys Targaryen ,targaryen,PRÍNCIPE,0115-01-01,Ironclaw ,0089-01-01,Gris metálico ,0156-01-01,0154-01-01,34395.50,f,3, Participó en defensa del reino 
1610,Jacaerys Targaryen ,Targaryen, Príncipe,0114-01-01,Ironclaw,0089-01-01,GRIS METÁLICO,0155-01-01,0160-01-01,9457.97,f,6, Mantuvo vínculos con otras casas 
1611, Rhaena Targaryen ,Targaryen,Lady ,0116-09-03,Ironclaw ,0089-01-01,GRIS METÁLICO,0142-09-03,0146-09-03,35288.71,f,3, Entrenamiento militar
1612,Aelora Targaryen , Targaryen ,lady,0102-04-03,Ironclaw ,0089-01-01,Gris metálico ,0120-04-03,0133-04-03,30561.44,f,9, Participó en una batalla importante
1613, Viserys Targaryen,Targaryen, Rey,0077-01-15, Ironclaw,0089-01-01,Gris metálico ,0119-01-15,0109-01-15,6731.00,f,4, Mantuvo vínculos con otras casas 
1614,Helaena Targaryen , Targaryen ,princesa,0109-05-14, Ironclaw,0089-01-01,Gris metálico ,0134-05-14,0156-05-14,25342.05,f,5,
1615, Vaelor Targaryen,targaryen,príncipe,0103-09-12,Ironclaw,0089-01-01,Gris metálico,0132-09-12,0133-09-12,3689.71,f,6,Registro pendiente de revisión 
1616,Daeron Targaryen ,Targaryen, Príncipe,0110-08-21,Ironclaw ,0089-01-01,Gris metálico ,0143-08-21,0148-08-21,34143.94,f,4,Herido durante una expedición 
1617,Daeron Targaryen,targaryen,Príncipe ,0110-08-21,Ironclaw ,0089-01-01,Gris metálico ,0138-08-21,0138-08-21,51896.84,f,6, Jinete experimentado
1618,Visenya Targaryen ,TARGARYEN,princesa,0091-07-20,Ironclaw ,0089-01-01,GRIS METÁLICO,0112-07-20,0136-07-20,74698.27,f,13, Mantuvo vínculos con otras casas
1619,Daemon Targaryen ,Targaryen,Príncipe ,0081-06-05, Ironclaw ,0089-01-01,Gris metálico ,0100-06-05,0109-06-05,21664.33,f,2, Participó en una batalla importante 
1620, Aelora Targaryen,TARGARYEN,Lady ,0102-04-03, Ironclaw,0089-01-01,GRIS METÁLICO,0135-04-03,0144-04-03,26750.24,f,17,MANTUVO VÍNCULOS CON OTRAS CASAS
1621,Lucerys Targaryen , Targaryen , Príncipe,0115-01-01,Ironclaw ,0089-01-01,GRIS METÁLICO,0149-01-01,0155-01-01,73265.27,f,5, Registro histórico 
1622,Maelor Targaryen ,TARGARYEN, Príncipe,0112-01-01,Ironclaw ,0089-01-01, Gris metálico,0137-01-01,0154-01-01,56350.41,f,2,MANTUVO VÍNCULOS CON OTRAS CASAS
1623,Daemon Targaryen ,targaryen,PRÍNCIPE,0081-06-05, Ironclaw ,0089-01-01,GRIS METÁLICO,0112-06-05,0115-06-05,86611.72,f,6,
1624, Jacaerys Targaryen ,targaryen,príncipe,0114-01-01,Ironclaw ,0089-01-01,Gris metálico ,0152-01-01,0155-01-01,4811.70,f,19,ENTRENAMIENTO MILITAR
1625, Aelora Targaryen,targaryen,LADY,0102-04-03, Ironclaw,0089-01-01,Gris metálico,0137-04-03,0130-04-03,43559.17,f,12, Entrenamiento militar 
1626, Jacaerys Targaryen,Targaryen,PRÍNCIPE,0114-01-01,Ironclaw ,0089-01-01, Gris metálico,0137-01-01,0150-01-01,31865.36,f,5,Entrenamiento militar
1627,Aegon Targaryen,TARGARYEN,príncipe,0090-04-10,Ironclaw ,0089-01-01,Gris metálico ,0118-04-10,0125-04-10,43034.55,f,3,Entrenamiento militar 
1628, Maelor Targaryen ,Targaryen, Príncipe,0112-01-01, Ironclaw,0089-01-01,GRIS METÁLICO,0151-01-01,0156-01-01,57742.63,f,7, Registro pendiente de revisión 
1629, Vaelor Targaryen,targaryen,príncipe,0103-09-12,Ironclaw ,0089-01-01,GRIS METÁLICO,0130-09-12,0145-09-12,81843.22,f,4,
1630, Aegon Targaryen,targaryen,príncipe,0090-04-10, Ironclaw ,0089-01-01, Gris metálico,0114-04-10,0120-04-10,45199.05,f,14, Registro histórico 
1631,Rhaena Targaryen ,targaryen,lady,0116-09-03, Ironclaw ,0089-01-01,GRIS METÁLICO,0149-09-03,0160-09-03,44326.73,f,15,Herido durante una expedición 
1632, Aemond Targaryen ,Targaryen, Príncipe,0110-02-12, Ironclaw ,0089-01-01,Gris metálico ,0133-02-12,0148-02-12,17059.59,f,16,Entrenamiento militar 
1633, Jacaerys Targaryen , Targaryen ,PRÍNCIPE,0114-01-01,IRONCLAW,0089-01-01,GRIS METÁLICO,0147-01-01,0144-01-01,18151.91,f,18,Viaje diplomático 
1634, Daeron Targaryen ,targaryen,PRÍNCIPE,0110-08-21, Ironclaw ,0089-01-01,Gris metálico ,0141-08-21,0152-08-21,79390.98,f,17,ENTRENAMIENTO MILITAR
1635, Rhaenyra Targaryen ,Targaryen,PRINCESA,0097-03-22,IRONCLAW,0089-01-01,Gris metálico ,0124-03-22,0139-03-22,50892.88,f,14,Participó en una batalla importante 
1636, Maelor Targaryen ,TARGARYEN,Príncipe ,0112-01-01, Ironclaw,0089-01-01, Gris metálico,0143-01-01,0155-01-01,9726.03,f,13,Registro pendiente de revisión 
1637, Alyssa Targaryen,Targaryen,lady,0095-06-17, Ironclaw,0089-01-01,Gris metálico ,0131-06-17,0118-06-17,51889.27,f,12, Jinete experimentado
1638,Lucerys Targaryen , Targaryen ,príncipe,0115-01-01,Ironclaw ,0089-01-01,GRIS METÁLICO,0141-01-01,0148-01-01,76627.16,f,15,MANTUVO VÍNCULOS CON OTRAS CASAS
1639, Jacaerys Targaryen,targaryen, Príncipe,0114-01-01,Ironclaw ,0089-01-01,Gris metálico,0133-01-01,0160-01-01,51010.36,f,6,Mantuvo vínculos con otras casas 
